INFO 07-10 08:41:48 [__init__.py:256] Automatically detected platform cuda.
INFO 07-10 08:41:58 [config.py:583] This model supports multiple tasks: {'score', 'reward', 'embed', 'classify', 'generate'}. Defaulting to 'generate'.
WARNING 07-10 08:41:58 [cuda.py:96] To see benefits of async output processing, enable CUDA graph. Since, enforce-eager is enabled, async output processor cannot be used
INFO 07-10 08:41:58 [llm_engine.py:260] Initializing a V0 LLM engine (v0.1.dev24+g232ce74.d20251027) with config: model='/huggingface-cache/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2', speculative_config=None, tokenizer='/huggingface-cache/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=4352, download_dir=None, load_format=auto, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=True, kv_cache_dtype=auto,  device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='xgrammar', reasoning_backend=None), observability_config=ObservabilityConfig(show_hidden_metrics=False, otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=None, served_model_name=/huggingface-cache/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2, num_scheduler_steps=1, multi_step_stream_outputs=True, enable_prefix_caching=None, chunked_prefill_enabled=False, use_async_output_proc=False, disable_mm_preprocessor_cache=False, mm_processor_kwargs=None, pooler_config=None, compilation_config={"splitting_ops":[],"compile_sizes":[],"cudagraph_capture_sizes":[],"max_capture_size":0}, use_cached_outputs=False, 
INFO 07-10 08:42:03 [cuda.py:220] Using FlashInfer backend.
INFO 07-10 08:42:03 [importing.py:16] Triton not installed or not compatible; certain GPU-related functions will not be available.
INFO 07-10 08:42:04 [parallel_state.py:967] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, TP rank 0
INFO 07-10 08:42:04 [model_runner.py:1145] Starting to load model /huggingface-cache/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2...
INFO 07-10 08:42:08 [loader.py:429] Loading weights took 3.72 seconds
INFO 07-10 08:42:08 [model_runner.py:1181] Model loading took 14.9596 GB and 3.870373 seconds
INFO 07-10 08:42:11 [worker.py:267] Memory profiling takes 2.76 seconds
INFO 07-10 08:42:11 [worker.py:267] the current vLLM instance can use total_gpu_memory (39.49GiB) x gpu_memory_utilization (0.90) = 35.54GiB
INFO 07-10 08:42:11 [worker.py:267] model weights take 14.96GiB; non_torch_memory takes 0.18GiB; PyTorch activation peak memory takes 0.95GiB; the rest of the memory reserved for KV Cache is 19.46GiB.
INFO 07-10 08:42:11 [executor_base.py:111] # cuda blocks: 9961, # CPU blocks: 2048
INFO 07-10 08:42:11 [executor_base.py:116] Maximum concurrency for 4352 tokens per request: 36.62x
INFO 07-10 08:42:13 [llm_engine.py:471] init engine (profile, create kv cache, warmup model) took 5.29 seconds
use_async_output_proc: False
process in thread 0 started.
[internal] Tid: 0, Request timestamps: [  1.69982976   4.24882251   4.29833917   4.30401249   5.67986967
   9.75472076  11.43867814  13.32693153  20.36889648  35.51327918
  43.72934982  43.7325692   49.40530586  49.58655007  52.26005083
  54.3823834   62.25715503  63.14218014  63.90995799  67.64050652
  67.73301702  68.07134405  70.64683932  72.58320986  76.92740614
  77.96158135  79.08210826  83.71233914  88.02537317  88.83402135
  89.3609249   92.4191598   93.76497031  95.90168304  98.52348857
 101.60391518 108.92433846 109.30856036 112.97307265 115.78366647
 120.52879252 122.02627245 123.19798411 125.2407524  125.9019256
 127.76648182 128.03163696 132.14900545 137.84710087 139.22735705
 147.13418443 147.40344101 148.10229799 148.8454197  150.75431204
 153.09367519 154.43353222 154.7449173  159.73989569 160.98355548
 161.26748027 163.19557134 163.93682044 164.97662576 165.60630295
 166.89421897 169.38848062 169.63054354 172.58686712 179.78712402], input_len: 4096.0, output_len: 256.0
prefill step time: 0.5588316917419434 seconds
decode step time: 0.02533745765686035 seconds
decode step time: 0.019520998001098633 seconds
decode step time: 0.01896190643310547 seconds
decode step time: 0.01815319061279297 seconds
decode step time: 0.018341779708862305 seconds
decode step time: 0.019024133682250977 seconds
decode step time: 0.018599748611450195 seconds
decode step time: 0.018490314483642578 seconds
decode step time: 0.018661975860595703 seconds
decode step time: 0.018677949905395508 seconds
decode step time: 0.01777482032775879 seconds
decode step time: 0.01795816421508789 seconds
decode step time: 0.017713308334350586 seconds
decode step time: 0.02177572250366211 seconds
decode step time: 0.023224830627441406 seconds
decode step time: 0.023221731185913086 seconds
decode step time: 0.023352384567260742 seconds
decode step time: 0.022304058074951172 seconds
decode step time: 0.021821975708007812 seconds
decode step time: 0.0180208683013916 seconds
decode step time: 0.017990827560424805 seconds
decode step time: 0.018018722534179688 seconds
decode step time: 0.017932415008544922 seconds
decode step time: 0.017789125442504883 seconds
decode step time: 0.01778435707092285 seconds
decode step time: 0.017966270446777344 seconds
decode step time: 0.017951488494873047 seconds
decode step time: 0.018120288848876953 seconds
decode step time: 0.018411636352539062 seconds
decode step time: 0.018409013748168945 seconds
decode step time: 0.018157482147216797 seconds
decode step time: 0.018077611923217773 seconds
decode step time: 0.0185849666595459 seconds
decode step time: 0.01795482635498047 seconds
decode step time: 0.018367767333984375 seconds
decode step time: 0.021788597106933594 seconds
decode step time: 0.021239042282104492 seconds
decode step time: 0.020797014236450195 seconds
decode step time: 0.02060222625732422 seconds
decode step time: 0.021232128143310547 seconds
decode step time: 0.019436359405517578 seconds
decode step time: 0.01892709732055664 seconds
decode step time: 0.018639564514160156 seconds
decode step time: 0.018874168395996094 seconds
decode step time: 0.019082307815551758 seconds
decode step time: 0.0189669132232666 seconds
decode step time: 0.01865386962890625 seconds
decode step time: 0.01857781410217285 seconds
decode step time: 0.018276691436767578 seconds
decode step time: 0.01808929443359375 seconds
decode step time: 0.01851201057434082 seconds
decode step time: 0.018959760665893555 seconds
decode step time: 0.018789291381835938 seconds
decode step time: 0.019054412841796875 seconds
decode step time: 0.01898980140686035 seconds
decode step time: 0.019023895263671875 seconds
decode step time: 0.019104719161987305 seconds
decode step time: 0.019126176834106445 seconds
decode step time: 0.019000768661499023 seconds
decode step time: 0.01908707618713379 seconds
